Layer,Config,Model,Acc,F1,AUC,Speaker_Vote,Speaker_F1,Speaker_Acc
9,EN -> ZH,CLeaD,0.5271512113617377,0.4271255060728745,0.5405878942810047,"1/5 MDD, 5/5 HC",0.3333333333333333,0.6
9,ZH -> EN,LR,0.544205298013245,0.26449372161367884,0.5480514841210172,-,0.0,0.0
9,ZH -> EN,SVM-Linear,0.5475165562913907,0.2756427246223165,0.5364307477251564,-,0.0,0.0
9,ZH -> EN,SVM-RBF,0.5072847682119205,0.24658227848101266,0.46104514394199075,-,0.0,0.0
9,ZH -> EN,GRU,0.43478260869565216,0.3157894736842105,0.4215686274509804,-,0.3157894736842105,0.43478260869565216
9,ZH -> EN,CLeaD,0.5451986754966888,0.27270320360074135,0.5096916877068725,-,0.0,0.0
9,ZH -> ZH,LR,0.5200501253132832,0.45725082664147376,0.5081824658452769,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
9,ZH -> ZH,SVM-Linear,0.5242272347535506,0.4665105386416862,0.5195478166121867,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
9,ZH -> ZH,SVM-RBF,0.5104427736006684,0.4343629343629344,0.5057657921940044,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
9,ZH -> ZH,GRU,0.6,0.3333333333333333,0.7200000000000002,"1/5 MDD, 5/5 HC",0.3333333333333333,0.6
9,ZH -> ZH,CLeaD,0.5229741019214703,0.43240556660039764,0.5199627022043416,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
9,MIX -> EN,LR,0.6754966887417219,0.5667550839964633,0.7054353277979891,-,0.0,0.0
9,MIX -> EN,SVM-Linear,0.6587748344370861,0.5418981995999111,0.6877715840155804,-,0.0,0.0
9,MIX -> EN,SVM-RBF,0.6695364238410596,0.5265654648956357,0.6858229547123076,-,0.0,0.0
9,MIX -> EN,GRU,0.391304347826087,0.36363636363636365,0.5882352941176471,-,0.36363636363636365,0.391304347826087
9,MIX -> EN,CLeaD,0.5862582781456953,0.40711743772241993,0.5547001175195039,-,0.0,0.0
9,MIX -> ZH,LR,0.4619883040935672,0.4414570685169124,0.44759380325762016,"2/5 MDD, 3/5 HC",0.4444444444444444,0.5
9,MIX -> ZH,SVM-Linear,0.47201336675020883,0.44851657940663175,0.4645349649372783,"2/5 MDD, 2/5 HC",0.4,0.4
9,MIX -> ZH,SVM-RBF,0.46616541353383456,0.40888066604995377,0.45241527673008686,"2/5 MDD, 4/5 HC",0.5,0.6
9,MIX -> ZH,GRU,0.5,0.0,0.6,"0/5 MDD, 5/5 HC",0.0,0.5
9,MIX -> ZH,CLeaD,0.5129490392648287,0.4661172161172161,0.5123229402397117,"3/5 MDD, 5/5 HC",0.75,0.8
